path,label,label_id,group,group_raw,orig_split,aug_idx,fold,role_f0,role_f1,role_f2,role_f3,role_f4,md5
train/Corrosion/100_10_JPG_jpg.rf.8O1YRpKNBKrsYzLtFqv3.jpg,Corrosion,0,P100,P100,train,10,3,val,val,val,test,train,67a9592ecaf33b4cca0bcc21204830b0
train/Corrosion/100_13_JPG_jpg.rf.BBMgtezA1t8gONobL0DR.jpg,Corrosion,0,P100,P100,train,13,3,val,val,val,test,train,50e314456cce54ae19cac67b7b5fc837
train/Corrosion/105_13_JPG_jpg.rf.8GMdkdAXYjTzN0w8EgxD.jpg,Corrosion,0,P105,P105,train,13,4,train,train,train,train,test,2ed3a6f3642e110f072ea5e14a47aafc
train/Corrosion/105_14_JPG_jpg.rf.18Xt05gQ9hTt2kA8EBOG.jpg,Corrosion,0,P105,P105,train,14,4,train,train,train,train,test,d5ed353fbd1b662570aa9b49d3900f8e
train/Corrosion/105_15_JPG_jpg.rf.kxtPTHFz92Q3HDub63Tb.jpg,Corrosion,0,P105,P105,train,15,4,train,train,train,train,test,6c4a8c5826d04a6f8f90a3fcaef380a2
train/Corrosion/105_17_JPG_jpg.rf.3GPVGEOz2MYc4vjqulUk.jpg,Corrosion,0,P105,P105,train,17,4,train,train,train,train,test,65bd6936cc0ef02954bf21f98e267086
train/Corrosion/105_19_JPG_jpg.rf.cv6ktRYRYLTz5uW8ckRy.jpg,Corrosion,0,P105,P105,train,19,4,train,train,train,train,test,67781aab5616d41472b5a8b444cd79bf
train/Corrosion/105_20_JPG_jpg.rf.1kcYWlM71xmUbdD9YjRP.jpg,Corrosion,0,P105,P105,train,20,4,train,train,train,train,test,2ec06d768341ebbe6e768d0deafec3a8
train/Corrosion/105_24_JPG_jpg.rf.C28wDFbedBiXpbK1dx4s.jpg,Corrosion,0,P105,P105,train,24,4,train,train,train,train,test,3b658da264e5e9d4f71debc6dcd9fddf
train/Corrosion/105_25_JPG_jpg.rf.bL0SKg79cGBjl5yonLmh.jpg,Corrosion,0,P105,P105,train,25,4,train,train,train,train,test,16a5a888ad673e4e7fa6fffde17ed31b
train/Corrosion/158_1_JPG_jpg.rf.2Z5CH896Ntqe9vkesiOx.jpg,Corrosion,0,P158,P158,train,1,0,test,train,train,train,train,6d279ab9b5f9de8b14a464e9b345130c
train/Corrosion/158_24_JPG_jpg.rf.Hyep3oSsJ7R8gL1S7AzI.jpg,Corrosion,0,P158,P158,train,24,0,test,train,train,train,train,809d2c5414d7a55eeb6951cde247c6a8
train/Corrosion/158_2_JPG_jpg.rf.N7KWHtA15qW6pfAaOtJV.jpg,Corrosion,0,P158,P158,train,2,0,test,train,train,train,train,c9f08fbc18c943f1b26f5423e07b6f28
train/Corrosion/158_5_JPG_jpg.rf.BYW2YtgvvBJz9X3dFGhc.jpg,Corrosion,0,P158,P158,train,5,0,test,train,train,train,train,ef09d20d2ede81c5c3b19ad0bd3f58a2
train/Corrosion/38_17_JPG_jpg.rf.Vh9wL7FBU8XfCbSbVid6.jpg,Corrosion,0,P38,P38,train,17,0,test,train,train,train,train,afdecb55f8d480963cf330f5ef0435ee
train/Corrosion/38_18_JPG_jpg.rf.iYeEdwAx7NvCwqjlerJd.jpg,Corrosion,0,P38,P38,train,18,0,test,train,train,train,train,94425d93dd3b79546ae9f820b699891a
train/Corrosion/38_4_JPG_jpg.rf.AG5DeK0bG9ggtOj9i9C9.jpg,Corrosion,0,P38,P38,train,4,0,test,train,train,train,train,b2aadacf7e3c26637a98377af9e7ba31
train/Corrosion/38_6_JPG_jpg.rf.D3QfACCUPT6xuz0SOG3C.jpg,Corrosion,0,P38,P38,train,6,0,test,train,train,train,train,b7ae3c48d7223b82322a523e9dfeb0dd
train/Corrosion/44_15_JPG_jpg.rf.sGJyIN0hjtcOKvzsbHdv.jpg,Corrosion,0,P44,P44,train,15,1,train,test,train,train,train,d0823d45d438f4be4ce3e2bc7a787704
train/Corrosion/44_16_JPG_jpg.rf.XYSnk3LBr3XCoGmBM4Xg.jpg,Corrosion,0,P44,P44,train,16,1,train,test,train,train,train,ec59e01acd949fbf04c4a6c3aa3b0ce0
train/Corrosion/44_19_JPG_jpg.rf.47ko5HSC79TlHYIueYCF.jpg,Corrosion,0,P44,P44,train,19,1,train,test,train,train,train,39e1c4001ab761bc2e1ba151d4f0d783
train/Corrosion/44_23_JPG_jpg.rf.9wsss8YZfyn89ZYGKXYZ.jpg,Corrosion,0,P44,P44,train,23,1,train,test,train,train,train,b89feda24122786f02833bf9f82db9f7
train/Corrosion/96_0_JPG_jpg.rf.8Kz46thzZvlAnT9O1Lnp.jpg,Corrosion,0,P96,P96,train,0,3,train,train,train,test,val,249c2aa0da46327345e758589895a431
train/Corrosion/96_10_JPG_jpg.rf.1PPDTdx8PFOT336vxdXk.jpg,Corrosion,0,P96,P96,train,10,3,train,train,train,test,val,fbe6e8cb4dfcecb533bf529e20146325
train/Corrosion/96_11_JPG_jpg.rf.17MpWOPzVfpcKiBz6nrr.jpg,Corrosion,0,P96,P96,train,11,3,train,train,train,test,val,76122c7e54ae2199f8ad5408c4b93cc8
train/Corrosion/96_16_JPG_jpg.rf.cWB30wdwFBKJZ0VmHHWt.jpg,Corrosion,0,P96,P96,train,16,3,train,train,train,test,val,29d9411b19e72356acb1af4cff1f533c
train/Corrosion/96_1_JPG_jpg.rf.adGkVYB26Xm61jrv8UNt.jpg,Corrosion,0,P96,P96,train,1,3,train,train,train,test,val,d7c34e003a0ed4a5e53ee63eff40c2e5
train/Corrosion/96_22_JPG_jpg.rf.50EatgIFmu5uUemFTs2g.jpg,Corrosion,0,P96,P96,train,22,3,train,train,train,test,val,1c35a53a47dff5112b44ca942ba6471e
train/Corrosion/96_24_JPG_jpg.rf.fizmWxVPMmWleScsqprE.jpg,Corrosion,0,P96,P96,train,24,3,train,train,train,test,val,bda1c3d13a43798e0e19958d5b5fc1f0
train/Corrosion/96_4_JPG_jpg.rf.vwANzP5FPh3jUiN4adjK.jpg,Corrosion,0,P96,P96,train,4,3,train,train,train,test,val,56e161c9c2da8f9b56446480496db457
train/Corrosion/96_6_JPG_jpg.rf.7La3pEiMOMtBzWao0m9M.jpg,Corrosion,0,P96,P96,train,6,3,train,train,train,test,val,f2891e8893fe113d67f247f4764c55da
train/Corrosion/96_7_JPG_jpg.rf.2oNL1krZEk4n80qYsRDe.jpg,Corrosion,0,P96,P96,train,7,3,train,train,train,test,val,98a631484bc33eca0b051033abaaa754
train/Corrosion/96_9_JPG_jpg.rf.kGbnB83HX0bejwUqNXi3.jpg,Corrosion,0,P96,P96,train,9,3,train,train,train,test,val,ed8aacef9704f245ac47ab4cea6e3733
train/Corrosion/97_0_JPG_jpg.rf.obTUxnmL5zLP1bukLEyj.jpg,Corrosion,0,P97,P97,train,0,2,train,train,test,train,train,f8c437c0f1aecc0fb8b31ad8c3c1362b
train/Corrosion/97_11_JPG_jpg.rf.iYDgxUsKPDkvqDrY8tfz.jpg,Corrosion,0,P97,P97,train,11,2,train,train,test,train,train,cca463e7d0ab3c5c76c5ae0f5dd8a5ea
train/Corrosion/97_12_JPG_jpg.rf.4JSxWLHf1BTQA7MJABPc.jpg,Corrosion,0,P97,P97,train,12,2,train,train,test,train,train,0634294ec17ac6bb542fce9fc753f0aa
train/Corrosion/97_13_JPG_jpg.rf.s0HuVtOMomqpz4vw3PAk.jpg,Corrosion,0,P97,P97,train,13,2,train,train,test,train,train,bf9ec0a56e20855ac78510f4fa187ace
train/Corrosion/97_15_JPG_jpg.rf.DH062TEoAvkPlbxC3u2r.jpg,Corrosion,0,P97,P97,train,15,2,train,train,test,train,train,b4b0c5f20d93e8196191be832dcc52b6
train/Corrosion/97_17_JPG_jpg.rf.sJiHdafzOQRZkehn2wIB.jpg,Corrosion,0,P97,P97,train,17,2,train,train,test,train,train,6823156eb2138ac87a9853e21871f90d
train/Corrosion/97_19_JPG_jpg.rf.j7gTaJpsaiZUDpPX6RVr.jpg,Corrosion,0,P97,P97,train,19,2,train,train,test,train,train,b4a2476fdbe1b95bef4b73ccbd4ae4d6
train/Corrosion/97_1_JPG_jpg.rf.q4Uf2Uq1gmfBy8kfJugm.jpg,Corrosion,0,P97,P97,train,1,2,train,train,test,train,train,cceb24d1837df6716b5abcde5e8fa1a9
train/Corrosion/97_20_JPG_jpg.rf.MhEWcdOn7geO2n9CDipI.jpg,Corrosion,0,P97,P97,train,20,2,train,train,test,train,train,b3693ef24c95fdb9fea0bd74073ec0d3
train/Corrosion/97_22_JPG_jpg.rf.hFyFincXWRoOASbHUu4I.jpg,Corrosion,0,P97,P97,train,22,2,train,train,test,train,train,73f6154b27564a998ea81a899534bc33
train/Corrosion/97_25_JPG_jpg.rf.UT1yrri3UrM0MCPx2g0r.jpg,Corrosion,0,P97,P97,train,25,2,train,train,test,train,train,3bffd517fc0aaf814fa5514c5edd59a0
train/Corrosion/97_2_JPG_jpg.rf.mgCt0T28KVtROLfkiq9H.jpg,Corrosion,0,P97,P97,train,2,2,train,train,test,train,train,4f01594a3792c95a032ba94364517476
train/Corrosion/97_3_JPG_jpg.rf.mrHTTcEHj9o7dwyOzk4X.jpg,Corrosion,0,P97,P97,train,3,2,train,train,test,train,train,a3257984f4e28454392229413fe226bf
train/Corrosion/97_6_JPG_jpg.rf.MJd5zly3mWxC890McbTS.jpg,Corrosion,0,P97,P97,train,6,2,train,train,test,train,train,1b04148ac54b6ff262068e3615ba3f88
train/Corrosion/97_7_JPG_jpg.rf.w3ZQkQq1aNHgaHpxel95.jpg,Corrosion,0,P97,P97,train,7,2,train,train,test,train,train,53935b3ae62c2cae6e6f32f7101c48ef
train/Corrosion/97_8_JPG_jpg.rf.Ssz84bxnEujEJTIslDg1.jpg,Corrosion,0,P97,P97,train,8,2,train,train,test,train,train,76fb3bd631096b803469d0d96ccf01ed
train/Corrosion/97_9_JPG_jpg.rf.4FgRryMEmLafabVK00HC.jpg,Corrosion,0,P97,P97,train,9,2,train,train,test,train,train,8f5fd97ff359968c3898f5841515e561
train/Corrosion/download_jpg.rf.Dcu6W6LnLyvZEvRQiTZG.jpg,Corrosion,0,S_download_jpg,S_download_jpg,train,-1,1,train,test,train,val,train,147018ddf8566c816546379ce264827d
train/Corrosion/images_jpg.rf.l8nqWdGejUohGKOlowAQ.jpg,Corrosion,0,S_images_jpg,S_images_jpg,train,-1,0,test,val,train,train,train,9a0fb77f243169058e2c1d04a0f61409
train/Corrosion/IMG_20230512_120123_jpg.rf.4vgiY1geEZ4hc0G2Een3.jpg,Corrosion,0,S_IMG_20230512_120123_jpg,S_IMG_20230512_120123_jpg,train,-1,1,val,test,val,train,train,d237a2c627329bbb941fd016962a03db
train/Corrosion/IMG_20230512_120248_jpg.rf.ubgMx7U312f2AWgo08Lz.jpg,Corrosion,0,S_IMG_20230512_120248_jpg,S_IMG_20230512_120248_jpg,train,-1,1,train,test,train,train,train,536f2a093b7bdff137f278f67b603590
train/Corrosion/IMG_20230512_131147_jpg.rf.YpC42Zbr7krXGDEdwrDZ.jpg,Corrosion,0,S_IMG_20230512_131147_jpg,S_IMG_20230512_131147_jpg,train,-1,1,train,test,val,train,train,6db93a315a5df44d2b9beaa989355703
train/Corrosion/IMG_20230512_131239_jpg.rf.eZBydM3SqYZj9CMPcmZA.jpg,Corrosion,0,S_IMG_20230512_131239_jpg,S_IMG_20230512_131239_jpg,train,-1,1,train,test,train,val,train,f2ae53e21d22d1a3701edd4f09457f8a
train/Corrosion/IMG_20230513_102131_jpg.rf.ksZixSUi2M55Ap5RPH53.jpg,Corrosion,0,S_IMG_20230513_102131_jpg,S_IMG_20230513_102131_jpg,train,-1,0,test,train,val,val,train,ccfc732a49c28c0d8300feb1a6de2ef6
train/Corrosion/IMG_20230513_102138_jpg.rf.P8SNmZaqCFASs41oYu9H.jpg,Corrosion,0,S_IMG_20230513_102138_jpg,S_IMG_20230513_102138_jpg,train,-1,1,train,test,train,train,train,b0113ff1949378692f044dd0e46e80aa
train/Corrosion/M4oCOg0_jpg.rf.HkJmIifyVMkeGjR08BGy.jpg,Corrosion,0,S_M4oCOg0_jpg,S_M4oCOg0_jpg,train,-1,0,test,train,train,train,train,467221282fee8513fdbf677933a1c648
train/Corrosion/M4oCOg0_jpg.rf.whtRDWAtCldwPDgkCXi1.jpg,Corrosion,0,S_M4oCOg0_jpg,S_M4oCOg0_jpg,train,-1,0,test,train,train,train,train,dce2daeee6bf79592175c4fc6aaf0e4a
train/Corrosion/M4oCOg0_jpg.rf.ygVAY48WBzuTj3uCD8Qp.jpg,Corrosion,0,S_M4oCOg0_jpg,S_M4oCOg0_jpg,train,-1,0,test,train,train,train,train,36c9b3c9ecb95c6a468aca9e1a7fa9d1
train/Crack/02__Crack_in_Between_Rotor_Seating_Areas-_Approx__Length_60mm_x_Thickness_12_5mm_jpg.rf.o3VWThOwQl4wradVfePN.jpg,Crack,1,P3,S_02__Crack_in_Between_Rotor_Seating_Areas-_Approx__Length_60mm_x_Thickness_12_5mm_jpg,train,-1,1,train,test,val,train,train,b82246db784714e75648f0ce5824742e
train/Crack/02__Crack_in_Between_Rotor_Seating_Areas-_Approx__Length_60mm_x_Thickness_12_5mm_jpg.rf.s6PX60AeNBqDBDVhPPMI.jpg,Crack,1,P3,S_02__Crack_in_Between_Rotor_Seating_Areas-_Approx__Length_60mm_x_Thickness_12_5mm_jpg,train,-1,1,train,test,val,train,train,7a927f9b1cffd779a98b65f3110350e8
train/Crack/103_10_JPG_jpg.rf.Zxl2sFDhCY3RYDX6CAEv.jpg,Crack,1,P103,P103,train,10,0,test,train,train,train,train,2006de422720716d8a12192d93d6d995
train/Crack/103_11_JPG_jpg.rf.9rw1xygBG6Bo8TmLXBYp.jpg,Crack,1,P103,P103,train,11,0,test,train,train,train,train,48241c035a27cc34c16419a177eec0c8
train/Crack/103_14_JPG_jpg.rf.rw32G8yaribOb3cltKgT.jpg,Crack,1,P103,P103,train,14,0,test,train,train,train,train,337eff12630abfda2a4f8274fee364bd
train/Crack/103_15_JPG_jpg.rf.87tqW9unFqZ4dlIDBS52.jpg,Crack,1,P103,P103,train,15,0,test,train,train,train,train,c2acd8f307926d11a70c36409f01a8b4
train/Crack/103_16_JPG_jpg.rf.iqZpi4UByNxAGVXSd4xr.jpg,Crack,1,P103,P103,train,16,0,test,train,train,train,train,858e31f119801b58fd7e97d32df295a6
train/Crack/103_17_JPG_jpg.rf.piLcUPMVPw9Wn8Onvl4e.jpg,Crack,1,P103,P103,train,17,0,test,train,train,train,train,904cf6ffc6655b4dba62ab9dcc13d466
train/Crack/103_19_JPG_jpg.rf.tbHoUulToZ08wa2aHOi6.jpg,Crack,1,P103,P103,train,19,0,test,train,train,train,train,0c34e535fc9179984cca4737d2803b9a
train/Crack/103_20_JPG_jpg.rf.9q7fcFBHgBjeh7zI6bea.jpg,Crack,1,P103,P103,train,20,0,test,train,train,train,train,20bb97d5c68e9be1f1ccaab68d3dce7e
train/Crack/103_22_JPG_jpg.rf.uriPVF0G5CM62AEStePn.jpg,Crack,1,P103,P103,train,22,0,test,train,train,train,train,bc0883a648e1166a0fb863f8c0e2bfa0
train/Crack/103_23_JPG_jpg.rf.ntks8aQH8W43wWFzgnDo.jpg,Crack,1,P103,P103,train,23,0,test,train,train,train,train,24be0cc519e3f9bba7fde856df330951
